Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: feedback,randomiser-wisg
11,1758455071358,21/09/2025 11:44,1758458671358,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,next,3937.600000071525,3928.7000000000007,3937.600000071525,3937.600000071525,3928.7000000000007,3937.600000071525,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
12,1758455073314,21/09/2025 11:44,1758458673314,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,Screen 2,9ngvmk,1,continue,,1964.3999999999978,1964.3999999999978,1964.3999999999978,1964.3999999999978,1964.3999999999978,1964.3999999999978,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
13,1758455075192,21/09/2025 11:44,1758458675192,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,false,1878.5000000715263,1864.2999999999993,1878.5000000715263,1878.5000000715263,1864.2999999999993,1878.5000000715263,0,0,0,,Click Response,false response,9,object-11,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
14,1758455076486,21/09/2025 11:44,1758458676486,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,next,3171.8000000238426,3162.9000000000015,3171.8000000238426,3171.8000000238426,3162.9000000000015,3171.8000000238426,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
15,1758455078442,21/09/2025 11:44,1758458678442,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,Screen 2,9ngvmk,1,continue,,1964.3999999999978,1964.3999999999978,1964.3999999999978,1964.3999999999978,1964.3999999999978,1964.3999999999978,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
16,1758455080046,21/09/2025 11:44,1758458680046,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,true,1605.200000071527,1598.2000000000007,1605.200000071527,1605.200000071527,1598.2000000000007,1605.200000071527,1,0,0,,Click Response,true response,8,object-13,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
17,1758455081699,21/09/2025 11:44,1758458681699,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,next,3257.2999999761596,3246.2000000000044,3257.2999999761596,3257.2999999761596,3246.2000000000044,3257.2999999761596,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
18,1758455083653,21/09/2025 11:44,1758458683653,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,Screen 2,9ngvmk,1,continue,,1964.7999999999956,1964.7999999999956,1964.7999999999956,1964.7999999999956,1964.7999999999956,1964.7999999999956,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
19,1758455086331,21/09/2025 11:44,1758458686331,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,true,2679.200000071527,2663.5999999999985,2679.200000071527,2679.200000071527,2663.5999999999985,2679.200000071527,0,0,0,,Click Response,true response,8,object-13,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
20,1758455087604,21/09/2025 11:44,1758458687604,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,next,3951.9000000000015,3945,3951.9000000000015,3951.9000000000015,3945,3951.9000000000015,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
21,1758455089562,21/09/2025 11:44,1758458689562,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,Screen 2,9ngvmk,1,continue,,1964.5999999999985,1964.5999999999985,1964.5999999999985,1964.5999999999985,1964.5999999999985,1964.5999999999985,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
22,1758455091602,21/09/2025 11:44,1758458691602,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,true,2040.6000000715285,2030.800000000003,2040.6000000715285,2040.6000000715285,2030.800000000003,2040.6000000715285,1,0,0,,Click Response,true response,8,object-13,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
23,1758455092726,21/09/2025 11:44,1758458692726,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,next,3163.800000000003,3162.7000000000044,3163.800000000003,3163.800000000003,3162.7000000000044,3163.800000000003,0,0,0,,Click Response,Click To Continue,7,object-22,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
24,1758455094689,21/09/2025 11:44,1758458694689,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,Screen 2,9ngvmk,1,continue,,1964.5,1964.5,1964.5,1964.5,1964.5,1964.5,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
25,1758455096552,21/09/2025 11:44,1758458696552,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,false,1862.9000000715241,1847.7999999999956,1862.9000000715241,1862.9000000715241,1847.7999999999956,1862.9000000715241,1,0,0,,Click Response,false response,9,object-11,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
26,1758455097572,21/09/2025 11:44,1758458697572,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,next,2883.2000000238404,2879.9000000000015,2883.2000000238404,2883.2000000238404,2879.9000000000015,2883.2000000238404,0,0,0,,Click Response,Click To Continue,7,object-22,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
27,1758455097573,21/09/2025 11:44,1758458697573,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,END,,,47612,,,,,,,,,,,,,,,,sep_blocks
1,1758455124890,21/09/2025 11:45,1758458724890,1,21/09/2025 13:45,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,sep_blocks
2,1758455127563,21/09/2025 11:45,1758458727563,1,21/09/2025 13:45,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,instructions,instr,fd1y9j,1,continue,,2698.5739999992547,2682.674,2698.5739999992547,2698.5739999992547,2682.674,2698.5739999992547,1,0,0,,Click To Continue,Continue Button,2,object-21,instructions,,,,sep_blocks
3,1758455129515,21/09/2025 11:45,1758458729515,1,21/09/2025 13:45,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,Screen 2,9ngvmk,1,continue,,1966.3000000000002,1966.3000000000002,1966.3000000000002,1966.3000000000002,1966.3000000000002,1966.3000000000002,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
4,1758455149755,21/09/2025 11:45,1758458749755,1,21/09/2025 13:45,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,false,20241.4,20228.800000000003,20241.4,20241.4,20228.800000000003,20241.4,0,0,0,,Click Response,false response,9,object-11,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
5,1758455155512,21/09/2025 11:45,1758458755512,1,21/09/2025 13:45,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,next,25994.1,25977.5,25994.1,25994.1,25977.5,25994.1,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
6,1758455157458,21/09/2025 11:45,1758458757458,1,21/09/2025 13:45,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,Screen 2,9ngvmk,1,continue,,1966.5,1966.5,1966.5,1966.5,1966.5,1966.5,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
7,1758455164284,21/09/2025 11:46,1758458764284,1,21/09/2025 13:46,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,false,6827.499999999629,6815.200000000004,6827.499999999629,6827.499999999629,6815.200000000004,6827.499999999629,1,0,0,,Click Response,false response,9,object-11,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
8,1758455165793,21/09/2025 11:46,1758458765793,1,21/09/2025 13:46,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,next,8336.599999999256,8331.5,8336.599999999256,8336.599999999256,8331.5,8336.599999999256,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
9,1758455167756,21/09/2025 11:46,1758458767756,1,21/09/2025 13:46,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,Screen 2,9ngvmk,1,continue,,1966.300000000003,1966.300000000003,1966.300000000003,1966.300000000003,1966.300000000003,1966.300000000003,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
10,1758455176725,21/09/2025 11:46,1758458776725,1,21/09/2025 13:46,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,false,8970.399999998881,8964.699999999997,8970.399999998881,8970.399999998881,8964.699999999997,8970.399999998881,0,0,0,,Click Response,false response,9,object-11,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
11,1758455178385,21/09/2025 11:46,1758458778385,1,21/09/2025 13:46,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,next,10630.199999999626,10614.400000000001,10630.199999999626,10630.199999999626,10614.400000000001,10630.199999999626,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
12,1758455180337,21/09/2025 11:46,1758458780337,1,21/09/2025 13:46,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,Screen 2,9ngvmk,1,continue,,1966.199999999997,1966.199999999997,1966.199999999997,1966.199999999997,1966.199999999997,1966.199999999997,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
13,1758455190179,21/09/2025 11:46,1758458790179,1,21/09/2025 13:46,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,true,9844,9831.199999999997,9844,9844,9831.199999999997,9844,1,0,0,,Click Response,true response,8,object-13,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
14,1758455191680,21/09/2025 11:46,1758458791680,1,21/09/2025 13:46,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,next,11344.400000000373,11331,11344.400000000373,11344.400000000373,11331,11344.400000000373,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
15,1758455193634,21/09/2025 11:46,1758458793634,1,21/09/2025 13:46,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,Screen 2,9ngvmk,1,continue,,1966.199999999997,1966.199999999997,1966.199999999997,1966.199999999997,1966.199999999997,1966.199999999997,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
16,1758455217363,21/09/2025 11:46,1758458817363,1,21/09/2025 13:46,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,true,23730.099999998885,23728.300000000003,23730.099999998885,23730.099999998885,23728.300000000003,23730.099999998885,0,0,0,,Click Response,true response,8,object-13,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
17,1758455218711,21/09/2025 11:46,1758458818711,1,21/09/2025 13:46,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,next,25077.90000000001,25061.300000000003,25077.90000000001,25077.90000000001,25061.300000000003,25077.90000000001,0,0,0,,Click Response,Click To Continue,7,object-22,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
18,1758455220661,21/09/2025 11:47,1758458820661,1,21/09/2025 13:47,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,Screen 2,9ngvmk,1,continue,,1966.300000000003,1966.300000000003,1966.300000000003,1966.300000000003,1966.300000000003,1966.300000000003,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
19,1758455245151,21/09/2025 11:47,1758458845151,1,21/09/2025 13:47,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,true,24490.99999999888,24478,24490.99999999888,24490.99999999888,24478,24490.99999999888,1,0,0,,Click Response,true response,8,object-13,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
20,1758455246287,21/09/2025 11:47,1758458846287,1,21/09/2025 13:47,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,next,25626.60000000037,25611.09999999999,25626.60000000037,25626.60000000037,25611.09999999999,25626.60000000037,0,0,0,,Click Response,Click To Continue,7,object-22,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
21,1758455248239,21/09/2025 11:47,1758458848239,1,21/09/2025 13:47,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,Screen 2,9ngvmk,1,continue,,1966.4000000000087,1966.4000000000087,1966.4000000000087,1966.4000000000087,1966.4000000000087,1966.4000000000087,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
22,1758455265237,21/09/2025 11:47,1758458865237,1,21/09/2025 13:47,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,true,16999.799999999625,16996.300000000003,16999.799999999625,16999.799999999625,16996.300000000003,16999.799999999625,0,0,0,,Click Response,true response,8,object-13,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
23,1758455266566,21/09/2025 11:47,1758458866566,1,21/09/2025 13:47,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,next,18328.399999999252,18312.59999999999,18328.399999999252,18328.399999999252,18312.59999999999,18328.399999999252,0,0,0,,Click Response,Click To Continue,7,object-22,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
24,1758455268518,21/09/2025 11:47,1758458868518,1,21/09/2025 13:47,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,Screen 2,9ngvmk,1,continue,,1966.3999999999942,1966.3999999999942,1966.3999999999942,1966.3999999999942,1966.3999999999942,1966.3999999999942,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
25,1758455285588,21/09/2025 11:48,1758458885588,1,21/09/2025 13:48,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,true,17071.999999998894,17063,17071.999999998894,17071.999999998894,17063,17071.999999998894,0,0,0,,Click Response,true response,8,object-13,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
26,1758455286945,21/09/2025 11:48,1758458886945,1,21/09/2025 13:48,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,next,18428.499999998894,18412.800000000017,18428.499999998894,18428.499999998894,18412.800000000017,18428.499999998894,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
27,1758455286947,21/09/2025 11:48,1758458886947,1,21/09/2025 13:48,238955,3,task-3rn9,,49329705,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,END,,,162006,,,,,,,,,,,,,,,,sep_blocks
